ecotype_size,npop,omega,gene_numebr
5,3,0.00000,700
5,3,0.00000,700
6,4,0.00006,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00001,700
6,4,0.00005,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00005,700
5,3,0.00003,700
5,3,0.00001,700
5,3,0.00000,700
9,5,0.00006,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00002,700
6,4,0.00004,700
5,3,0.00000,700
5,3,0.00001,700
6,4,0.00015,700
6,4,0.00001,700
13,7,0.00000,700
6,4,0.00005,700
5,3,0.00001,700
5,3,0.00002,700
15,21,0.00033,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00002,700
6,4,0.00000,700
5,3,0.00000,700
9,5,0.00000,700
12,6,0.00001,700
5,3,0.00000,700
14,9,0.00021,700
5,3,0.00002,700
5,3,0.00000,700
9,5,0.00000,700
13,8,0.00020,700
6,4,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00002,700
13,8,0.00017,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
9,5,0.00025,700
5,3,0.00000,700
5,3,0.00000,700
6,4,0.00005,700
5,3,0.00001,700
6,4,0.00005,700
6,4,0.00004,700
5,3,0.00000,700
6,4,0.00005,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
14,9,0.00027,700
5,3,0.00005,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
9,5,0.00004,700
5,3,0.00001,700
6,4,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00001,700
6,4,0.00004,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00000,700
13,8,0.00137,700
5,3,0.00000,700
6,4,0.00005,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00003,700
5,3,0.00000,700
6,4,0.00007,700
5,3,0.00001,700
6,4,0.00006,700
9,5,0.00000,700
6,4,0.00005,700
9,5,0.00000,700
9,5,0.00000,700
9,5,0.00000,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00004,700
5,3,0.00001,700
6,4,0.00004,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00005,700
5,3,0.00000,700
5,3,0.00000,700
6,4,0.00004,700
13,8,0.08908,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
14,14,0.00046,700
5,3,0.00000,700
5,3,0.00002,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00000,700
6,4,0.00002,700
1,2,0.00000,700
5,3,0.00001,700
12,6,0.00006,700
5,3,0.00002,700
13,8,0.00038,700
5,3,0.00000,700
6,4,0.00000,700
5,3,0.00001,700
14,14,0.00037,700
6,4,0.00034,700
6,4,0.00005,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00002,700
9,5,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
6,4,0.00004,700
9,5,0.00000,700
5,3,0.00000,700
5,3,0.00002,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00002,700
5,3,0.00000,700
5,3,0.00000,700
6,4,0.00008,700
5,3,0.00001,700
5,3,0.00000,700
6,4,0.00003,700
6,4,0.00005,700
5,3,0.00000,700
6,4,0.00004,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00004,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00005,700
9,5,0.00000,700
9,5,0.00007,700
13,7,0.00014,700
13,7,0.00007,700
5,3,0.00000,700
5,3,0.00001,700
6,4,0.00004,700
14,30,0.00071,700
9,5,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
6,4,0.00001,700
5,3,0.00001,700
6,4,0.00006,700
14,10,0.00031,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
6,4,0.00035,700
5,3,0.00000,700
6,4,0.00004,700
5,3,0.00003,700
9,5,0.00000,700
9,5,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00001,700
5,3,0.00000,700
6,4,0.00036,700
5,3,0.00001,700
6,4,0.00004,700
5,3,0.00000,700
14,9,0.00019,700
5,3,0.00004,700
5,3,0.00000,700
5,3,0.00000,700
13,8,0.00020,700
6,4,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00001,700
9,5,0.00000,700
9,5,0.00000,700
5,3,0.00001,700
9,5,0.00006,700
5,3,0.00000,700
9,5,0.00000,700
5,3,0.00000,700
12,6,0.00006,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
9,5,0.00000,700
14,20,0.00055,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00003,700
1,2,0.00000,700
5,3,0.00000,700
6,4,0.00000,700
5,3,0.00002,700
14,10,0.00090,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
9,5,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
13,7,0.00014,700
5,3,0.00001,700
9,5,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
13,8,0.00030,700
5,3,0.00001,700
5,3,0.00002,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00004,700
9,5,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
9,5,0.00004,700
6,4,0.00004,700
5,3,0.00001,700
12,6,0.00000,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00001,700
5,3,0.00001,700
5,3,0.00001,700
5,3,0.00001,700
9,5,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
9,5,0.00000,700
5,3,0.00002,700
5,3,0.00000,700
5,3,0.00000,700
1,2,0.00000,700
1,2,0.00000,700
5,3,0.00000,700
9,5,0.00000,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00001,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00000,700
13,7,0.00012,700
5,3,0.00000,700
5,3,0.00005,700
13,8,0.00027,700
6,4,0.00005,700
5,3,0.00000,700
5,3,0.00001,700
6,4,0.00006,700
5,3,0.00002,700
6,4,0.00000,700
5,3,0.00001,700
5,3,0.00000,700
13,7,0.00005,700
5,3,0.00001,700
5,3,0.00001,700
9,5,0.00000,700
6,4,0.00006,700
5,3,0.00002,700
5,3,0.00000,700
6,4,0.00005,700
6,4,0.00024,700
6,4,0.00004,700
5,3,0.00000,700
13,8,0.08834,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
15,12,0.00024,700
5,3,0.00002,700
5,3,0.00000,700
5,3,0.00000,700
1,2,0.00000,700
5,3,0.00000,700
6,4,0.00005,700
5,3,0.00000,700
9,5,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
6,4,0.00031,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00003,700
5,3,0.00000,700
15,20,0.00032,700
5,3,0.00002,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00002,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00001,700
12,6,0.00040,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00000,700
9,5,0.00000,700
13,8,0.00022,700
5,3,0.00000,700
5,3,0.00000,700
6,4,0.00034,700
6,4,0.00007,700
6,4,0.00004,700
9,5,0.00000,700
5,3,0.00001,700
12,6,0.00008,700
5,3,0.00002,700
6,4,0.00005,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
9,5,0.00000,700
5,3,0.00001,700
9,5,0.00005,700
9,5,0.00000,700
5,3,0.00000,700
6,4,0.00009,700
5,3,0.00000,700
9,5,0.00006,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00003,700
5,3,0.00000,700
5,3,0.00002,700
6,4,0.00004,700
5,3,0.00001,700
5,3,0.00001,700
5,3,0.00001,700
14,14,0.00035,700
6,4,0.00006,700
5,3,0.00002,700
6,4,0.00005,700
13,8,0.00024,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00000,700
6,4,0.00006,700
5,3,0.00000,700
5,3,0.00000,700
9,5,0.00005,700
6,4,0.00005,700
6,4,0.00004,700
6,4,0.00004,700
5,3,0.00002,700
5,3,0.00000,700
5,3,0.00003,700
6,4,0.00003,700
5,3,0.00001,700
5,3,0.00001,700
5,3,0.00001,700
6,4,0.00004,700
5,3,0.00005,700
5,3,0.00000,700
5,3,0.00002,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
9,5,0.00007,700
14,9,0.00026,700
6,4,0.00001,700
1,2,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
6,4,0.00000,700
5,3,0.00001,700
5,3,0.00001,700
5,3,0.00006,700
6,4,0.00005,700
9,5,0.00000,700
5,3,0.00002,700
5,3,0.00003,700
6,4,0.00007,700
9,5,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00003,700
